unique_id,reactA,reactAT,reactB,reactBT,reactC,reactCT,reactD,reactDT,pc,reactScheme,coating,supports,supportsCat,batchmass,dp,pV,areaSSA,particlesize,processpressure,flow,pretreat_medium,pretreat_T,A_dosing,A_T,B_dosing,B_T,C_dosing,C_T,D_dosing,D_T,cycles,GPC
2043,TiCl4,,H2O,,O2 (air),,,,N2,A-(B1-B2),TiOx,"polymer composite micelles, PS-b-P4VP-1",poly,,,,,0.075,,20,,60,0.00025,80,0.00025,80,180,540,,,500,
2044,TiCl4,,H2O,,O2 (air),,,,N2,A-(B1-B2),TiOx,"polymer composite micelles, PS-b-P4VP-2",poly,,,,,0.064,,20,,60,0.00025,80,0.00025,80,180,540,,,50,
2045,TiCl4,,H2O,,O2 (air),,,,N2,A-(B1-B2),TiOx,"polymer composite micelles, PS-b-P4VP-2",poly,,,,,0.064,,20,,60,0.00025,80,0.00025,80,180,540,,,100,
2046,TiCl4,,H2O,,O2 (air),,,,N2,A-(B1-B2),TiOx,"polymer composite micelles, PS-b-P4VP-2",poly,,,,,0.064,,20,,60,0.00025,80,0.00025,80,180,540,,,300,
2047,TiCl4,,H2O,,O2 (air),,,,N2,A-(B1-B2),TiOx,"polymer composite micelles, PS-b-P4VP-2",poly,,,,,0.064,,20,,60,0.00025,80,0.00025,80,180,540,,,500,
2048,VTIP,50,H2O,25,,,,,N2,A-B,VOx,Al2O3 ,MO,0.15,14,0.8,240,30-50,,0.133,air,600,3.33,100,3.33,100,,,,,1,
2049,VTIP,50,H2O,25,,,,,N2,A-B,VOx,Al2O3 ,MO,0.15,14,0.8,240,30-50,,0.133,air,600,3.33,100,3.33,100,,,,,3,
2050,VTIP,50,H2O,25,,,,,N2,A-B,VOx,Al2O3 ,MO,0.15,14,0.8,240,30-50,,0.133,air,600,3.33,100,3.33,100,,,,,5,
2051,VTIP,50,H2O,25,,,,,N2,A-B,VOx,Al2O3 ,MO,0.15,14,0.8,240,30-50,,0.133,air,600,3.33,100,3.33,100,,,,,8,
2052,VTIP,50,H2O,25,,,,,N2,A-B,VOx,Al2O3 ,MO,0.15,14,0.8,240,30-50,,0.133,air,600,3.33,100,3.33,100,,,,,12,
2053,BTBMMo,,H2O,,O2 (air),,,,N2,A-(B1-B2),MoOx,1%Rh/SiO2,SM,,,,,177-250,0.8,,N2,250,,350,,350,180,350,,,,
2054,BTBMMo,,H2O,,H2,,,,N2,A-B-C,Mo,1%Rh/SiO2,SM,,,,,177-250,0.8,,N2,250,,350,,350,180,700,60,700,,
2055,BTBMMo,,H2O,,H2,,,,N2,A-B-C,Mo,0.2%Rh/SiO2,SM,,,,,177-250,0.8,,N2,250,,350,,350,180,700,60,700,,
2056,BTBMMo,,H2O,,NH3,,H2,,N2,A-B-C-D,MoN,1%Rh/SiO2,SM,,,,,177-250,0.8,,N2,250,,350,,350,120,700,240,700,,
2057,BTBMW,,H2O,,H2,,,,N2,A-B-C,W,1%Rh/SiO2,SM,,,,,177-250,0.8,,N2,250,,350,,350,210,900,30,900,,
2058,TTIP,,H2O,,,,,,,A-B,TiOx,PMEI zeolite,MO,0.15,1.8-6.5,0.429,678,,,,,,0.42,200,0.0625,200,,,,,1,
2059,TTIP,,H2O,,,,,,,A-B,TiOx,PMEI zeolite,MO,0.15,1.8-6.5,0.429,678,,,,,,0.42,200,0.0625,200,,,,,5,
2060,TTIP,,H2O,,,,,,,A-B,TiOx,PMWW zeolite,MO,0.15,"2-6, 6-16",0.521,664,,,,,,0.42,200,0.0625,200,,,,,1,
2061,TTIP,,H2O,,,,,,,A-B,TiOx,PMWW zeolite,MO,0.15,"2-6, 6-16",0.521,664,,,,,,0.42,200,0.0625,200,,,,,5,
2062,TMA,,GLY,140,,,,,,A-B,alucone,NCNT(N2 doped CNT),C,,,0.086,52.8,0.1,,,,,0.00167,150,0.0167,150,,,,,10,
2063,TMA,,GLY,140,,,,,,A-B,alucone,NCNT(N2 doped CNT),C,,,0.086,52.8,0.1,,,,,0.00167,150,0.0167,150,,,,,30,
2064,TMA,,GLY,140,,,,,,A-B,alucone,NCNT(N2 doped CNT),C,,,0.086,52.8,0.1,,,,,0.00167,150,0.0167,150,,,,,50,
2065,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,NCNT-10MLD,org,,,,,,,,,,0.0167,230,0.0833,230,,,,,30,
2066,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,NCNT-30MLD,org,,,,,,,,,,0.0167,230,0.0833,230,,,,,30,
2067,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,NCNT-50MLD,org,,,,,,,,,,0.0167,230,0.0833,230,,,,,30,
2068,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,NCNT,C,,,,,,,,,,0.0167,230,0.0833,230,,,,,30,
2069,MC,40,BUT,115,,,,,N2,A-B,polyester,protein,org,2,,,,200,,,,,0.5,40-45,0.5,40-45,,,,,2,
2070,MC,40,BUT,115,,,,,N2,A-B,polyester,protein,org,2,,,,200,,,,,0.5,40-45,0.5,40-45,,,,,6,
2071,MC,40,BUT,115,,,,,N2,A-B,polyester,protein,org,2,,,,200,,,,,0.5,40-45,0.5,40-45,,,,,10,
2072,TTIP,55,O3,,,,,,N2,A-B,TiOx,ZnO,MO,0.5,,,,,4.00E-03,200,,,,200,,200,,,,,50,
2073,TTIP,55,O3,,,,,,N2,A-B,TiOx,ZnO,MO,0.5,,,,,4.00E-03,200,,,,200,,200,,,,,25,
2074,TTIP,55,O3,,,,,,N2,A-B,TiOx,ZnO,MO,0.5,,,,,4.00E-03,200,,,,200,,200,,,,,,
2075,Co(amd)2,,H2S,,,,,,N2,A-B,CoSx,Nu-1000 (MOF),mof,0.03,,,2170,,,,,,1,130-225,0.01,130-225,,,,,1,0.4 A
2076,TMA,RT,H2O,RT,,,,,N2,A-B,AlOx,Pt/Al2O3,SM,0.14,,,,,0.133,50,,,0.004166666667,175,0.004166666667,175,,,,,0-55,
2077,MeCpPtMe3,55,O2 (air),,,,,,N2,A-B,Pt,55c-Al2O3/Pt/Al2O3,MO,,,,,,0.133,50,,,0.004166666667,200,0.008333333333,200,,,,,3,
2078,TTIP,60,H2O,RT,,,,,N2,A-B,TiOx,Ni,M,,,,3.5,,1.30E-03,,,,1.666666667,150,0.2166666667,150,,,,,100,
2079,TTIP,60,H2O,RT,,,,,N2,A-B,TiOx,Ni,M,,,,3.5,,1.30E-03,,,,1.666666667,150,0.2166666667,150,,,,,500,
2080,TiCl4,27,H2O,RT,,,,,,A-B,TiOx,Co/C,SM,1,,,,,0.84,30,,,10,150,6,150,,,,,5,
2081,TiCl4,27,H2O,RT,,,,,,A-B,TiOx,Co/C,SM,1,,,,,0.84,30,,,10,150,6,150,,,,,30,
2082,TiCl4,27,H2O,RT,,,,,,A-B,TiOx,Co/C,SM,1,,,,,0.84,30,,,10,150,6,150,,,,,60,
2083,TMA,,H2O,,,,,,N2,A-B,AlOx,LMNO (LiNi0.5Mn1.5O4),MO,,,,,1.5-2,,,,,,,,,,,,,5,
2084,TDMAZ,90,H2O,,,,,,,A-B,ZrOx,Pd/Al2O3,SM,,20,,100,,1.33E-04,,,,5,180,5,180,,,,,50,0.02
2085,TMA,,,,,,,,,A-B,AlOx,LiCoO2,MO,,,,,,,,,,,,,,,,,,2,
2086,TMA,,,,,,,,,A-B,AlOx,LiCoO2,MO,,,,,,,,,,,,,,,,,,4,
2087,TMA,,H2O,,,,,,,A-B,AlOx,TiO2,MO,0.5,,,,0.034,,,,,,180,,180,,,,,23,1.2 A
2088,Si2H6,,WF6,,,,,,,A-B,WSi*,Al2O3/TiO2,MO,0.5,,,,0.034,,,,,,120,,120,,,,,30,1.7 A
2089,MeCpPtMe3,50,H2 plasma,,,,,,,A-B,Pt,W/Al2O3/TiO2,SM,0.5,,,,0.034,6.70E-03,,H2 Plasma,,,150,0.5,150,,,,,215,0.19 A
2090,TMA,30,H2O,,,,,,N2,A-B,AlOx,L20 (Lactose particle),org,20,,,4.32,20,1.00E+02,1,,,0.5,30,0.5,30,,,,,4,0.5 nm
2091,TMA,30,H2O,,,,,,N2,A-B,AlOx,L20 (Lactose particle),org,20,,,4.32,20,1.00E+02,1,,,0.5,30,0.5,30,,,,,6,0.5 nm
2092,TMA,30,H2O,,,,,,N2,A-B,AlOx,L20 (Lactose particle),org,20,,,4.32,20,1.00E+02,1,,,0.5,30,0.5,30,,,,,10,0.5 nm
2093,TMA,30,H2O,,,,,,N2,A-B,AlOx,L20 (Lactose particle),org,20,,,4.32,20,1.00E+02,1,,,0.5,30,0.5,30,,,,,14,0.5 nm
2094,TMA,30,O3,,,,,,N2,A-B,AlOx,L20 (Lactose particle),org,20,,,4.32,20,1.00E+02,1,,,0.5,30,0.5,30,,,,,4,0.5 nm
2095,TMA,30,O3,,,,,,N2,A-B,AlOx,L20 (Lactose particle),org,20,,,4.32,20,1.00E+02,1,,,0.5,30,0.5,30,,,,,10,0.5 nm
2096,TMA,30,O3,,,,,,N2,A-B,AlOx,L20 (Lactose particle),org,20,,,4.32,20,1.00E+02,1,,,0.5,30,0.5,30,,,,,14,0.5 nm
2097,TMA,30,H2O,,,,,,N2,A-B,AlOx,L3 (Lactose particle),org,20,,,0.44,3,1.00E+02,1,,,2,30,2,30,,,,,4,0.6 nm
2098,TMA,30,H2O,,,,,,N2,A-B,AlOx,L3 (Lactose particle),org,20,,,0.44,3,1.00E+02,1,,,2,30,2,30,,,,,14,0.6 nm
2099,TMA,30,O3,,,,,,N2,A-B,AlOx,L3 (Lactose particle),org,20,,,0.44,3,1.00E+02,1,,,2,30,2,30,,,,,4,0.7 nm
2100,TMA,30,O3,,,,,,N2,A-B,AlOx,L3 (Lactose particle),org,20,,,0.44,3,1.00E+02,1,,,2,30,2,30,,,,,10,0.7 nm
2101,TMA,30,O3,,,,,,N2,A-B,AlOx,L3 (Lactose particle),org,20,,,0.44,3,1.00E+02,1,,,2,30,2,30,,,,,14,0.7 nm
2102,MeCpPtMe3,60,O3,,,,,,N2,A-B,Pt,CNT,C,,,,,,,,,,0.0083,280,0.0167,280,,,,,20,
2103,MeCpPtMe3,60,O3,,Ni(Cp)2,70,,,N2,(A-B)-(C-B),NiOxPt,CNT,C,,,,,,,,,,0.0083,280,0.0167,280,0.1167,280,0.0167,280,20+10,
2104,TMA,,H2O,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,30,1,30,,,,,30,
2105,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,30,1,30,,,,,30,
2106,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,100,1,100,,,,,30,
2107,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,30,1,30,,,,,15,0.7 nm
2108,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,100,1,100,,,,,15,
2109,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,150,1,150,,,,,15,
2110,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,200,1,200,,,,,15,0.3 nm
2111,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,100,1,100,,,,,5,
2112,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,100,1,100,,,,,30,
2113,TMA,,O3,,,,,,N2,A-B,AlOx,Sr1.905Si5N8:0.095Eu2+ phosphor,MN,2,,,,,,,,,1,100,1,100,,,,,50,
2114,VTIP,,H2O,,,,,,,A-B,VOx,nitrogen-doped-graphene (NG),C,,,,,,,,,,,150,,150,,,,,50,1A
2115,VOCl3,,H2O,,,,,,N2,A-B,VOx,GO,C,,,,80,,0.173,,,,1,60,1,60,,,,,1,
2116,SiCl4,,H2O,,O2 (air),,,,N2,A-(B1-B2),SiOx,VOx/GO,CC,,,,,,0.173,,,,1,60,1,60,,,,,56,
2117,SiCl4,,H2O,,O3,,,,N2,A-(B1-B2),SiOx,VOx/GO,CC,,,,,,0.173,,,,1,60,1,60,,,,,56,
2118,TMA,,H2O,,O2 (air),,,,N2,A-(B1-B2),AlOx,VOx/GO,CC,,,,,,0.173,,,,1,60,1,60,,,,,67,
2119,TMA,,H2O,,O3,,,,N2,A-(B1-B2),AlOx,VOx/GO,CC,,,,,,0.173,,,,1,60,1,60,,,,,67,
2120,TiCl4,,H2O,,O2 (air),,,,N2,A-(B1-B2),TiOx,VOx/GO,CC,,,,,,0.173,,,,1,60,1,60,,,,,295,
2121,TiCl4,,H2O,,O3,,,,N2,A-(B1-B2),TiOx,VOx/GO,CC,,,,,,0.173,,,,1,60,1,60,,,,,295,
2122,Carish Ru,100,H2O,,,,,,N2,A-B,Ru,SiO2,MO,,,,,10,,,,,,,,,,,,,,
2123,TMA,,H2O,,,,,,N2,A-B,AlOx,yttria-stabilized cubic zirconia,MO,500,,,12.69,,,,N2,180,,,,,,,,,1,1 A
2124,TMA,,H2O,,,,,,N2,A-B,AlOx,yttria-stabilized cubic zirconia,MO,500,,,12.69,,,,N2,180,,,,,,,,,3,1 A
2125,TMA,,H2O,,,,,,N2,A-B,AlOx,yttria-stabilized cubic zirconia,MO,500,,,12.69,,,,N2,180,,,,,,,,,5,1 A
2126,TMA,,H2O,,,,,,N2,A-B,AlOx,yttria-stabilized cubic zirconia,MO,500,,,12.69,,,,N2,180,,,,,,,,,7,1 A
2127,TMA,,H2O,,,,,,N2,A-B,AlOx,yttria-stabilized cubic zirconia,MO,500,,,12.69,,,,N2,180,,,,,,,,,9,1 A
2128,Mg(EtCp)2,,H2O,,O2 (air),,,,,A-(B1-B2),MgOx,TiO2,MO,0.03,5.4,,47.6,0.27,,,,,0.033,200,0.033,200,30,450,,,1,
2129,Mg(EtCp)2,,H2O,,O2 (air),,,,,A-(B1-B2),MgOx,TiO2,MO,0.03,5.4,,47.6,0.27,,,,,,,,,,,,,5,
2130,Mg(EtCp)2,,H2O,,O2 (air),,,,,A-(B1-B2),MgOx,TiO2,MO,0.03,5.4,,47.6,0.27,,,,,,,,,,,,,100,
2131,TiCl4,RT,NH3,,,,,,N2,A-B,TiN,LiFePO4 (LFP) particles,MO,,,,15,1-5,,,,,,400,,400,,,,,5,0.03 nm
2132,TiCl4,RT,NH3,,,,,,N2,A-B,TiN,LiFePO4 (LFP) particles,MO,,,,15,1-5,,,,,,400,,400,,,,,10,0.03 nm
2133,TMA,,H2O,,,,,,N2,A-B,AlOx,LiFePO4 (LFP) particles,MO,,,,15,1-5,,,,,,177,,177,,,,,2,
2134,TMA,,H2O,,,,,,N2,A-B,AlOx,LiFePO4 (LFP) particles,MO,,,,15,1-5,,,,,,177,,177,,,,,5,
2135,TMA,,H2O,,,,,,N2,A-B,AlOx,LiFePO4 (LFP) particles,MO,,,,15,1-5,,,,,,177,,177,,,,,10,
2136,TiCl4,RT,,,,,,,N2,A,Ti*,LiFePO4 (LFP) particles,MO,,,,15,1-5,,,,,,400,,400,,,,,1,
2137,TiCl4,RT,O2,,,,,,N2,A-B,TiOx,LiFePO4 (LFP) particles,MO,,,,15,1-5,,,,,,400,,400,,,,,1,
2138,Fe(Cp)2,,O3,,,,,,N2,A-B,FeOx,LaNiO3 ,MO,,,,7.16,0.08-0.1,,,,,0.0167,250,0.00833,250,,,,,1,1 nm
2139,Fe(Cp)2,,O3,,,,,,N2,A-B,FeOx,LaNiO3 ,MO,,,,7.16,0.08-0.1,,,,,0.0167,250,0.00833,250,,,,,3,1 nm
2140,Fe(Cp)2,,O3,,,,,,N2,A-B,FeOx,LaNiO3 ,MO,,,,7.16,0.08-0.1,,,,,0.0167,250,0.00833,250,,,,,6,1 nm
2141,Fe(Cp)2,,O3,,,,,,N2,A-B,FeOx,LaNiO3 ,MO,,,,7.16,0.08-0.1,,,,,0.0167,250,0.00833,250,,,,,9,1 nm
2142,Fe(Cp)2,,O3,,,,,,N2,A-B,FeOx,carbon,C,,,,,,,,,,0.0167,250,0.00833,250,,,,,6,
2143,MeCpPtMe3,70,air,,,,,,N2,A-B,Pt,TiO2,MO,1.5,,,50,0.021,100,,air/O2,120/300,8-12,,5,,,,,,,
2144,MeCpPtMe3,70,O2,,,,,,N2,A-B,Pt,TiO2,MO,1.5,,,50,0.021,100,,air/O2,120/300,8-12,,5,,,,,,,
2145,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,0.5,100,0.5,100,,,,,1-10,0.23 Ti/nm2
2146,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,0.5,150,0.5,150,,,,,1-10,0.23 Ti/nm2
2147,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,0.5,200,0.5,200,,,,,1-10,0.23 Ti/nm2
2148,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,0.5,300,0.5,300,,,,,1-10,0.23 Ti/nm2
2149,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,0.5,300,0.5,300,,,,,10,
2150,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,1,300,0.5,300,,,,,10,
2151,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,2,300,0.5,300,,,,,5,
2152,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,2,300,0.5,300,,,,,10,
2153,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,2,300,0.5,300,,,,,20,
2154,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,3,300,0.5,300,,,,,10,
2155,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,2,300,0.25,300,,,,,10,
2156,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,2,300,1,300,,,,,10,
2157,TiCl4,0/30,H2O,30/80,,,,,N2,A-B,TiOx,graphene nanopowder,C,0.75,,,,,101.325,,O3/air,,2,300,2,300,,,,,10,
2158,TMA,,H2O,,,,,,N2,A-B,AlOx,Anatase TiO2,MO,7,,,,0.27,101.325,0.5,,,2,27,2,27,,,,,3,0.3 nm
2159,TMA,,H2O,,,,,,N2,A-B,AlOx,Anatase TiO2,MO,7,,,,0.27,101.325,0.5,,,2,27,2,27,,,,,10,0.3 nm
2160,TMA,,H2O,,,,,,N2,A-B,AlOx,Anatase TiO2,MO,7,,,,0.27,101.325,0.5,,,2,27,2,27,,,,,17,0.3 nm
2161,TMA,,H2O,,,,,,N2,A-B,AlOx,Rutile TiO2,MO,7,,,,0.3,101.325,0.5,,,2,27,2,27,,,,,3,0.34 nm
2162,TMA,,H2O,,,,,,N2,A-B,AlOx,Rutile TiO2,MO,7,,,,0.3,101.325,0.5,,,2,27,2,27,,,,,5,0.34 nm
2163,TMA,,H2O,,,,,,N2,A-B,AlOx,Rutile TiO2,MO,7,,,,0.3,101.325,0.5,,,2,27,2,27,,,,,10,0.34 nm
2164,TMA,,H2O,,,,,,N2,A-B,AlOx,Rutile TiO2,MO,7,,,,0.3,101.325,0.5,,,2,27,2,27,,,,,17,0.34 nm
2165,TMA,,H2O,,,,,,N2,A-B,AlOx,P25 TiO2,MO,,,,,0.021,101.325,0.5,,,2,27,2,27,,,,,4,
2166,TMA,,H2O,,,,,,N2,A-B,AlOx,P25 TiO2,MO,,,,,0.021,101.325,0.5,,,2,27,2,27,,,,,7,
2167,TMA,,H2O,,,,,,N2,A-B,AlOx,P25 TiO2,MO,,,,,0.021,101.325,0.5,,,2,27,2,27,,,,,15,
2168,TMA,,H2O,,,,,,N2,A-B,AlOx,W,M,2.5,,,,0.04-0.06,5.30E-02,,H2,high temperature,0.7166666667,110,0.7166666667,110,,,,,2,7
2169,TMA,,H2O,,,,,,N2,A-B,AlOx,W,M,2.5,,,,0.04-0.06,5.30E-02,,H2,high temperature,0.7166666667,110,0.7166666667,110,,,,,5,4
2170,TMA,,H2O,,,,,,N2,A-B,AlOx,W,M,2.5,,,,0.04-0.06,5.30E-02,,H2,high temperature,0.7166666667,110,0.7166666667,110,,,,,10,2.2
2171,TMA,,H2O,,,,,,N2,A-B,AlOx,W,M,2.5,,,,0.04-0.06,5.30E-02,,H2,high temperature,0.7166666667,110,0.7166666667,110,,,,,15,2.2
2172,TMA,,H2O,,,,,,N2,A-B,AlOx,W,M,2.5,,,,0.04-0.06,5.30E-02,,H2,high temperature,0.7166666667,110,0.7166666667,110,,,,,20,2
2173,TMA,,H2O,,,,,,N2,A-B,AlOx,W,M,2.5,,,,0.04-0.06,5.30E-02,,H2,high temperature,0.7166666667,110,0.7166666667,110,,,,,52,2
2174,TMA,,H2O,,,,,,N2,A-B,AlOx,W,M,2.5,,,,0.04-0.06,5.30E-02,,H2,high temperature,0.7166666667,110,0.7166666667,110,,,,,78,2
2175,TMA,25,H2O,16,,,,,Ar,A-B,AlOx,SiO2,MO,0.2,0.06,,506,5,,50,,,,200,,200,,,,,3,0.81
2176,TMA,25,H2O,16,,,,,Ar,A-B,AlOx,SiO2,MO,2,0.06,,506,5,,50,,,,200,,200,,,,,3,0.81
2177,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.16,,,,,1.30E-02,50,,,,175,0.025,175,0.025,,,,1,
2178,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.16,,,,,1.30E-02,50,,,,175,0.0125,175,0.0125,,,,1,
2179,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.16,,,,,1.30E-02,50,,,,175,0.0125,175,0.0125,,,,3,
2180,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.16,,,,,1.30E-02,50,,,,175,0.0125,175,0.0125,,,,10,
2181,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.16,,,,,1.30E-02,50,,,,175,0.0125,,,,,,1,
2182,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.32,,,,,1.30E-02,50,,,,175,0.005,,,,,,1,
2183,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.32,,,,,1.30E-02,50,vacuum,600,,175,0.005,,,,,,1,
2184,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,SiO2,MO,0.32,,,,,1.30E-02,50,,,,100,0.005,,,,,,1,
2185,Ce(iPrCp)3,,H2O,,,,,,,A-B,CeOx,LiMn2O4 (LMO),MO,,,,,,,,,,,250,,250,,,,,,
2186,TiCl4,,EG,65,,,,,N2,A-B,titanicone,SiO2,MO,10,,,10,0.5,0.5,,,,1.5,100,12,100,,,,,10,0.24
2187,TiCl4,,EG,65,,,,,N2,A-B,titanicone,SiO2,MO,10,,,10,0.5,0.5,,,,1.5,100,12,100,,,,,20,0.24
2188,TiCl4,,EG,65,,,,,N2,A-B,titanicone,SiO2,MO,10,,,10,0.5,0.5,,,,1.5,100,12,100,,,,,30,0.24
2189,TiCl4,,EG,65,,,,,N2,A-B,titanicone,SiO2,MO,10,,,10,0.5,0.5,,,,1.5,100,12,100,,,,,40,0.24
2190,TiCl4,,EG,65,,,,,N2,A-B,titanicone,SiO2,MO,10,,,10,0.5,0.5,,,,1.5,100,12,100,,,,,50,0.24
2191,Ce(iPrCp)3,,H2O,,,,,,,A-B,CeOx,LiMn2O4 (LMO),MO,,,,,,,,,,,,,,,,,,,
2192,Fe(Cp)2,,O2,,,,,,N2,A-B,FeOx,C (graphene oxide)/Al powder,C,,,,,80,0.13,100,,,1.5,350,1.5,350,,,,,,
2193,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,C  (graphene),C,,,,570,,,200,,,1.5,250,1,250,,,,,1,
2194,MeCpPtMe3,65,O3,,,,,,N2,A-B,Pt,Pt1/C (single cycle Pt on graphene),SM,,,,,,,200,,,1.5,150,1,150,,,,,1,
2195,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,C  (graphene),C,,,,570,,,200,,,1.5,250,1,250,,,,,2,
2196,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,SiO2,MO,,,,,,,200,,,1.5,250,1,250,,,,,1,
2197,MeCpPtMe3,70,O2 (air),,,,,,N2,A-B,Pt,C (graphene nano platelets),C,0.75,,,,,,500,O3,120,4-5,100,5-10,100,,,,,1,
2198,MeCpPtMe3,70,O2 (air),,,,,,N2,A-B,Pt,C (graphene nano platelets),C,0.75,,,,,,500,O3,120,4-5,100,5-10,100,,,,,3,
2199,MeCpPtMe3,70,O2 (air),,,,,,N2,A-B,Pt,C (graphene nano platelets),C,0.75,,,,,,500,O3,120,4-5,100,5-10,100,,,,,10,
2200,MeCpPtMe3,70,O2 (air),,,,,,N2,A-B,Pt,C (graphene nano platelets),C,0.75,,,,,,500,O3,120,4-5,200,5-10,200,,,,,1,
2201,MeCpPtMe3,70,O2 (air),,,,,,N2,A-B,Pt,C (graphene nano platelets),C,0.75,,,,,,500,O3,120,4-5,200,5-10,200,,,,,3,
2202,MeCpPtMe3,70,O2 (air),,,,,,N2,A-B,Pt,C (graphene nano platelets),C,0.75,,,,,,500,O3,120,4-5,200,5-10,200,,,,,10,
2203,MeCpPtMe3,70,O2 (air),,,,,,N2,A-B,Pt,C (graphene nano platelets),C,0.75,,,,,,500,O3,120,4-5,250,5-10,250,,,,,10,
2204,TMG,,O3,,,,,,N2,A-B,GaOx,SiO2,MO,0.3,,2,353,180-300,,,air,500,0.03333333333,300,1.666666667,300,,,,,1,
2205,TMG,,O3,,,,,,N2,A-B,GaOx,SiO2,MO,0.3,,2,353,180-300,,,air,500,0.03333333333,300,1.666666667,300,,,,,5,
2206,TMG,,O3,,,,,,N2,A-B,GaOx,SiO2,MO,0.3,,2,353,180-300,,,air,500,0.03333333333,300,1.666666667,300,,,,,10,
2207,Rh(acac)3,,O3,,H2,,,,N2,A-B-C,Rh,γ-Al2O3,MO,,,,128,250,0.04,,,500,0.0083,250,0.0083,250,120,500,,,,
2208,DEZ,RT,H2O,RT,,,,,N2,A-B,ZnOx,Fe3O4,MO,,,,,,,,,80,0.0003333,80,0.00025,80,,,,,80,0.3 nm
2209,Co(acac)3,190,O2 (air),,,,,,N2,A-B,CoOx,MgO,MO,,,,,,,,N2,400,360,190,,190,,,,,,
2210,Co(acac)3,190,O2 (air),,,,,,N2,A-B,CoOx,SiO2,MO,,,,320,,,,N2,400,360,190,,190,,,,,,
2211,Cu(dmap)2,100,H2O,RT,,,,,N2,A-B,CuOx,NU-1000 (MOF),mof,0.06,,,,,,,,110,321.3333333,110,160.02,,,,,,1,
